,European,American
0,1.8079302170810156e-19,0.0
1,1.1090153464822985e-15,1.6817579544617754e-08
2,5.053155887309122e-13,0.0
3,4.757302683998971e-11,7.873049703713022e-09
4,1.5811750166509526e-09,0.0
5,2.534506597937138e-08,-4.547473508864641e-09
6,2.3830577029134103e-07,0.0
7,1.4967581902765327e-06,0.0
8,6.872004971976247e-06,0.0
9,2.460528963192515e-05,1.0380463634187e-09
10,7.206800269544292e-05,7.105427357601002e-09
11,0.00017903028275060846,1.9214243800976206e-08
12,0.0003878820105180973,3.760906729921135e-08
13,0.0007491685798546828,7.398404162433364e-08
14,0.0013126651338283206,1.1982525425540147e-07
15,0.002116177269541657,1.6818135497660549e-07
16,0.0031752857197064276,2.3276399964555004e-07
17,0.004476950280037669,3.5899498608680144e-07
18,0.005978571447654828,-3.2626679136171788e-06
19,0.00761246107729944,0.01362307584628468
20,0.00929433162592027,0.014167732166586166
21,0.010933721343514306,0.014887503002445703
22,0.012444254509737858,0.015652511973532398
23,0.013752103208396047,0.016354921120508546
24,0.014801708722845232,0.01691232245134066
25,0.015558507507289447,0.017268774067768475
26,0.016008943121812346,0.017393568312006343
27,0.016158373625107178,0.017278219097525232
28,0.016027612271827207,0.016932307213696395
29,0.0156488139093097,0.016378843695284768
30,0.015061298205925914,0.01564968084011298
31,0.014307736933105738,0.014781387513111836
32,0.013430965960042342,0.013811804340558282
33,0.012471538322005933,0.012777396225305401
34,0.01146602443585222,0.011711389638681149
35,0.010445991361585694,0.010642617383464984
36,0.009437551093455168,0.009594959733693837
37,0.008461351473646407,0.008587244772087698
38,0.007532885028575181,0.007633483168033053
39,0.006663004044035215,0.006743323431214816
40,0.005858549023696145,0.005922629130060754
41,0.0051230182883927385,0.005174107495177796
42,0.004457226210480369,0.0044979328604644615
43,0.0038599149020709113,0.0038923310594791765
44,0.003328298394049865,0.0033541000389939743
45,0.0028585293363317787,0.0028790573719497297
46,0.002446086255498756,0.002462412726445755
47,0.0020860848469667487,0.0020990656936642404
48,0.0017735201470127251,0.0017838384702021032
49,0.0015034482103880992,0.0015116485269725537
50,0.001271116546892024,0.0012776327018917955
